code,activity,example
140102,Participation in religious practices,attending a wedding rehearsal
140102,Participation in religious practices,opening advent calendar day
140102,Participation in religious practices,cleaning up after religious ceremonies
140102,Participation in religious practices,conducting religious rites in the home
140102,Participation in religious practices,attending church choir practice
140102,Participation in religious practices,meditating for religious purposes
140102,Participation in religious practices,attending a religious retreat
140102,Participation in religious practices,preparing the sacrament/communion
140102,Participation in religious practices,praying with others
140102,Participation in religious practices,lighting menorah candles (Hanukkah)
140102,Participation in religious practices,preparing food for a Seder
140102,Participation in religious practices,attending Passover Seder
140102,Participation in religious practices,praying with hh child
140102,Participation in religious practices,praying with nonhh child
140102,Participation in religious practices,listening to Bible audio
140102,Participation in religious practices,attending church circle meeting
140103,Waiting associated w/religious & spiritual activities,Waiting associated w/ religious & spiritual activities
140104,Security procedures rel. to religious & spiritual activities,"opening bags for security search 
(religious activities)"
140104,Security procedures rel. to religious & spiritual activities,passing through metal detector (religious activities)
140104,Security procedures rel. to religious & spiritual activities,being searched at security checkpoint (religious activities)
140105,Religious education activities,attending confirmation class/attending Sunday school
140105,Religious education activities,teaching Sunday school
140105,Religious education activities,attending Bible study
140105,Religious education activities,preparing materials for Bible study
140105,Religious education activities,teaching/leading Bible study
140105,Religious education activities,teaching bat/bar mitvah class
140105,Religious education activities,distributing religious literature
140105,Religious education activities,attending pre-Cana class
140105,Religious education activities,reading (other: confirmation class)
140105,Religious education activities,leading religious youth group
140105,Religious education activities,memorizing verses for confirmation class
140105,Religious education activities,reading/studying scriptures for Sunday school
149999,Religious and spiritual activities,getting temperature check at church
150101,Computer use,writing/sending e-mail (volunteer)
150101,Computer use,"computer use, unspecified (volunteer)"
150101,Computer use,checking e-mail (volunteer)
150101,Computer use,surfing the internet (volunteer)
150101,Computer use,designing website for volunteer org.
150101,Computer use,setting up computer (volunteer)
150101,Computer use,loading computer software (volunteer)
150102,Organizing and preparing,preparing for a meeting (volunteer)
150102,Organizing and preparing,filing (volunteer)
150102,Organizing and preparing,organizing volunteer materials
150102,Organizing and preparing,preparing/organizing schedules (volunteer)
150102,Organizing and preparing,stuffing envelopes (volunteer)
150102,Organizing and preparing,addressing envelopes (volunteer)
150102,Organizing and preparing,completing paperwork (volunteer)
150102,Organizing and preparing,re-shelving library books (volunteer)
150102,Organizing and preparing,reviewing applications (volunteer)
150103,Reading,"reviewing notes, briefs, papers (volunteer)"
150103,Reading,reading the Bible (volunteer)
150103,Reading,"reading books, journals, newspapers (volunteer)"
150103,Reading,reading scriptures (volunteer)
150104,Telephone calls (except hotline counseling),making phone calls (volunteer)
150104,Telephone calls (except hotline counseling),answering phones (volunteer)
150105,Writing,editing newsletters (volunteer)
150105,Writing,writing letters/memos (volunteer)
150106,Fundraising,collecting monetary donations (volunteer)
150106,Fundraising,ringing a bell for the Salvation Army (volunteer)
150106,Fundraising,raising money for charitable causes (volunteer)
150106,Fundraising,selling nonfood items at a concession stand (volunteer)
150106,Fundraising,raising money for political candidates (volunteer)
150106,Fundraising,helping with a yard sale (volunteer)
150106,Fundraising,selling items at a yard sale (volunteer)
150106,Fundraising,selling items at a bazaar (volunteer)
150106,Fundraising,soliciting pledges (volunteer)
150106,Fundraising,selling raffle tickets (volunteer)
150106,Fundraising,selling tickets (volunteer)
150106,Fundraising,setting up a silent auction (volunteer)
150106,Fundraising,planning a benefit (volunteer)
150106,Fundraising,selling Girl Scout cookies (volunteer)
150106,Fundraising,donating money (volunteer)
150106,Fundraising,running a race to raise money (volunteer)
150199,Administrative & support activities,counted church offering (volunteer)
150199,Administrative & support activities,collecting signatures for a petition (volunteer)
150201,"Food preparation, presentation, clean-up",working in a soup kitchen (volunteer)
150201,"Food preparation, presentation, clean-up",distributing groceries at food bank (volunteer)
150201,"Food preparation, presentation, clean-up",preparing food for a fundraiser (volunteer)
150201,"Food preparation, presentation, clean-up",serving food at a homeless shelter (volunteer)
150201,"Food preparation, presentation, clean-up",delivering/serving meals to shut-ins (volunteer)
150201,"Food preparation, presentation, clean-up",selling food or unknown items at a concession stand (volunteer)
150201,"Food preparation, presentation, clean-up",baking cookies for the PTA bake sale (volunteer)
150201,"Food preparation, presentation, clean-up",donating food to a food bank (volunteer)
150201,"Food preparation, presentation, clean-up",serving food to racers (volunteer)
150202,Collecting & delivering clothing & other goods,collecting clothing for disaster relief (volunteer)
150202,Collecting & delivering clothing & other goods,donating clothing (volunteer)
150202,Collecting & delivering clothing & other goods,distributing blankets at a homeless shelter (volunteer)
150202,Collecting & delivering clothing & other goods,sorting books (volunteer)
150202,Collecting & delivering clothing & other goods,donating books (volunteer)
150202,Collecting & delivering clothing & other goods,sorting clothing (volunteer)
150202,Collecting & delivering clothing & other goods,assembling gift baskets (volunteer)
150202,Collecting & delivering clothing & other goods,loading items into vehicle (volunteer)
150202,Collecting & delivering clothing & other goods,donating tooys (voluteer)
150202,Collecting & delivering clothing & other goods,unloading items from vehicle (volunteer)
150202,Collecting & delivering clothing & other goods,collecting toys (volunteer)
150202,Collecting & delivering clothing & other goods,collecting school supplies (volunteer)
150202,Collecting & delivering clothing & other goods,collecting used electronics (volunteer)
150203,Providing care,visiting shut-ins or the elderly (volunteer)
150203,Providing care,spending time with hospice patients (volunteer)
150203,Providing care,reading to the blind (volunteer)
150203,Providing care,walking dogs at animal shelter (volunteer)
150203,Providing care,acting as an interpreter (volunteer)
150203,Providing care,playing with children (volunteer)
150203,Providing care,visiting with others (volunteer)
150203,Providing care,chaperoning (volunteer)
150203,Providing care,supervising children (volunteer)
150204,"Teaching, leading, counseling, mentoring",being a Big Brother/Big Sister (volunteer)
150204,"Teaching, leading, counseling, mentoring",counseling at a halfway house (volunteer)
150204,"Teaching, leading, counseling, mentoring",tutoring (volunteer)
150204,"Teaching, leading, counseling, mentoring",leading Boy Scout meeting (volunteer)
150204,"Teaching, leading, counseling, mentoring",working a hotline for victim support svcs. (volunteer)
150204,"Teaching, leading, counseling, mentoring",teaching/leading Bible study (volunteer)
150204,"Teaching, leading, counseling, mentoring",coaching teams (volunteer)
150204,"Teaching, leading, counseling, mentoring",teaching bat/bar mitzvah class (volunteer)
150204,"Teaching, leading, counseling, mentoring",assisting in a classroom (volunteer)
150204,"Teaching, leading, counseling, mentoring",teaching/leading religious class (volunteer)
150204,"Teaching, leading, counseling, mentoring",leading religious youth group (volunteer)
150204,"Teaching, leading, counseling, mentoring",teaching confirmation class (volunteer)
150204,"Teaching, leading, counseling, mentoring",teaching Sunday school (volunteer)
150204,"Teaching, leading, counseling, mentoring",teaching religious class (volunteer)
150204,"Teaching, leading, counseling, mentoring",teaching parenting classes (volunteer)
150204,"Teaching, leading, counseling, mentoring",leading a blessing (volunteer)
150204,"Teaching, leading, counseling, mentoring",doing vocational training (volunteer)
150204,"Teaching, leading, counseling, mentoring",teaching a cooking class (volunteer)
150204,"Teaching, leading, counseling, mentoring",leading a tour (volunteer)
150204,"Teaching, leading, counseling, mentoring",leading a choir (volunteer)
150204,"Teaching, leading, counseling, mentoring",teaching a class (volunteer)
150204,"Teaching, leading, counseling, mentoring",leading a musical group (volunteer)
150204,"Teaching, leading, counseling, mentoring",leading story time at library (volunteer)
150204,"Teaching, leading, counseling, mentoring",providing a demo (volunteer)
150299,Social service & care activities,sewing items to donate (volunteer)
150299,Social service & care activities,knitting (volunteer)
150299,Social service & care activities,making quilts for soldiers (volunteer)
150299,Social service & care activities,making crafts (volunteer)
150301,"Building houses, wildlife sites, & other structures",building houses for Habitat for Humanity (volunteer)
150301,"Building houses, wildlife sites, & other structures",building playgrounds (volunteer)
150301,"Building houses, wildlife sites, & other structures",building a wildlife refuge area (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",cleaning parks/streets (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",doing environmental clean-up (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",picking up trash (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",repairing cars (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",renovating a house (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",maintaining hiking trails (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",repairing tools or equipment (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",planting trees (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",gardening (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",watering trees (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",weeding (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",clearing brush (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",planting flowers (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",landscaping (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",mowing the lawn (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up",painting (volunteer)
150302,"Indoor & outdoor maintenance, repair, & clean-up","cleaning up yards, buildings (volunteer)"
150401,Performing,acting in a performance (volunteer)
150401,Performing,emceeing a charity function (volunteer)
150401,Performing,dancing in a performance (volunteer)
150401,Performing,auctioneering a benefit auction (volunteer)
150401,Performing,performing music (volunteer)
150401,Performing,practicing for a performance (volunteer)
150402,Serving at volunteer events & cultural activities,manning an information booth (volunteer)
150402,Serving at volunteer events & cultural activities,being a docent/museum guide (volunteer)
150402,Serving at volunteer events & cultural activities,ushering for a benefit performance (volunteer)
150402,Serving at volunteer events & cultural activities,ushering at a theatre performance (volunteer)
150402,Serving at volunteer events & cultural activities,manning a booth (volunteer)
150402,Serving at volunteer events & cultural activities,running a carnival/festival booth (volunteer)
150402,Serving at volunteer events & cultural activities,working a booth at a fair (volunteer)
150402,Serving at volunteer events & cultural activities,distributing race packets (volunteer)
150402,Serving at volunteer events & cultural activities,distributing event T-shirts (volunteer)
150402,Serving at volunteer events & cultural activities,supporting racers (volunteer)
150402,Serving at volunteer events & cultural activities,cleaning up after an event (volunteer)
150402,Serving at volunteer events & cultural activities,setting up for an event (volunteer)
150402,Serving at volunteer events & cultural activities,setting up for a walk-a-thon (volunteer)
150402,Serving at volunteer events & cultural activities,serving at a marathon (volunteer)
150402,Serving at volunteer events & cultural activities,designing a set for a performance (volunteer)
150402,Serving at volunteer events & cultural activities,designing a float for a parade (volunteer)
150402,Serving at volunteer events & cultural activities,constructing a float for a parade (volunteer)
150402,Serving at volunteer events & cultural activities,testing sound system (volunteer)
150402,Serving at volunteer events & cultural activities,setting up music equipment (volunteer)
150402,Serving at volunteer events & cultural activities,setting up lighting (volunteer)
150402,Serving at volunteer events & cultural activities,driving a float in a parade (volunteer)
150402,Serving at volunteer events & cultural activities,directing a child's school play (volunteer)
150501,"Attending meetings, conferences, & training",attending training (volunteer)
150501,"Attending meetings, conferences, & training",serving on a board (volunteer)
150501,"Attending meetings, conferences, & training",attending meetings (volunteer)
150501,"Attending meetings, conferences, & training",serving on a finance committee (volunteer)
150501,"Attending meetings, conferences, & training",attending conferences (volunteer)
150501,"Attending meetings, conferences, & training",chairing a committee (volunteer)
150501,"Attending meetings, conferences, & training",attending seminars (volunteer)
150601,Public health activities,donating blood (volunteer)
150601,Public health activities,providing medical care (volunteer)
150602,Public safety activities,being on duty as firefighter (volunteer)
150602,Public safety activities,patrolling for neighborhood crime watch (volunteer)
150801,Security procedures related to volunteer activities,opening bags for security search (volunteer)
150801,Security procedures related to volunteer activities,passing through metal detector (volunteer)
150801,Security procedures related to volunteer activities,being searched at security checkpoint (volunteer)
159999,Volunteer activities,shopping (volunteer)
159999,Volunteer activities,picketing (volunteer)
159999,Volunteer activities,ushering at church (volunteer)
159999,Volunteer activities,handing out political flyers (volunteer)
159999,Volunteer activities,monitoring water quality (volunteer)
159999,Volunteer activities,handing out flyers (volunteer)
159999,Volunteer activities,inventorying bird or other wildlife populations (volunteer)
159999,Volunteer activities,greeting people at church (volunteer)
159999,Volunteer activities,taping religious services (volunteer)
159999,Volunteer activities,running a race (volunteer)
160101,Telephone calls to/from family members,talking on phone to relatives
160101,Telephone calls to/from family members,Skyping with my sister
160101,Telephone calls to/from family members,placing a call to my mother on Amazon Echo or similar technology
160101,Telephone calls to/from family members,FaceTime/Video chat with family
160102,"Telephone calls to/from friends, neighbors, or acquaintances",talking on phone to friends/neighbors/acquaintances
160102,"Telephone calls to/from friends, neighbors, or acquaintances",talking on phone to girlfriend
160102,"Telephone calls to/from friends, neighbors, or acquaintances",talking on phone to boyfriend
160102,"Telephone calls to/from friends, neighbors, or acquaintances",talking on phone to fiancee
160102,"Telephone calls to/from friends, neighbors, or acquaintances",texting with a friend
160102,"Telephone calls to/from friends, neighbors, or acquaintances",FaceTime/Video chat with friends
160103,Telephone calls to/from education services providers,talking on phone to a teacher
160103,Telephone calls to/from education services providers,talking on phone to an instructor
160103,Telephone calls to/from education services providers,talking on phone to a principal
160103,Telephone calls to/from education services providers,talking on phone to a school nurse
160103,Telephone calls to/from education services providers,talking on phone to a professor
160103,Telephone calls to/from education services providers,talking on phone to a school cafeteria worker
160104,Telephone calls to/from salespeople,talking on phone to a sales clerk
160104,Telephone calls to/from salespeople,talking on phone to a cashier
160104,Telephone calls to/from salespeople,talking on phone to a store manager
160104,Telephone calls to/from salespeople,talking on phone to a salesperson
160104,Telephone calls to/from salespeople,talking on phone to a customer service representative
160104,Telephone calls to/from salespeople,talking on phone to a telemarketer
160104,Telephone calls to/from salespeople,talking on phone to a store counter person
160104,Telephone calls to/from salespeople,talking to credit card company
160105,Telephone calls to/from professional or personal care svcs providers,talking on phone to a banker/insurance agent/loan officer
160105,Telephone calls to/from professional or personal care svcs providers,talking on phone to a barber/hairstylist/manicurist
160105,Telephone calls to/from professional or personal care svcs providers,talking on phone to a lawyer/mediator/paralegal
160105,Telephone calls to/from professional or personal care svcs providers,talking on phone to a pharmacist
160105,Telephone calls to/from professional or personal care svcs providers,talking on phone to a doctor/nurse/veterinarian
160105,Telephone calls to/from professional or personal care svcs providers,talking on phone to an accountant
160105,Telephone calls to/from professional or personal care svcs providers,talking on phone to a real estate agent
160105,Telephone calls to/from professional or personal care svcs providers,talking on phone to a massage therapist
160106,Telephone calls to/from household services providers,talking on phone to a pet sitter/pet walker
160106,Telephone calls to/from household services providers,talking on phone to gas company representative
160106,Telephone calls to/from household services providers,talking on phone to a cleaning service/caterer
160106,Telephone calls to/from household services providers,talking on phone to an architect
160106,Telephone calls to/from household services providers,talking on phone to a plumber/electrician/contractor
160106,Telephone calls to/from household services providers,talking on phone to a decorator
160106,Telephone calls to/from household services providers,talking on phone to a landscaper/gardener
160106,Telephone calls to/from household services providers,talking on phone to electric company representative
160106,Telephone calls to/from household services providers,talking on phone to a mechanic/auto body repair person
160107,Telephone calls to/from paid child or adult care providers,talking on phone to day care provider
160107,Telephone calls to/from paid child or adult care providers,talking on phone to a tutor
160107,Telephone calls to/from paid child or adult care providers,talking on phone to a babysitter
160108,Telephone calls to/from government officials,talking on phone to police or firefighters
160108,Telephone calls to/from government officials,talking on phone to a court employee
160108,Telephone calls to/from government officials,talking on phone to a public librarian
160108,Telephone calls to/from government officials,talking on phone to a politician
160108,Telephone calls to/from government officials,talking on phone to a U.S. postal employee
160108,Telephone calls to/from government officials,talking on phone to a congressperson
160108,Telephone calls to/from government officials,talking on phone to a county council member
160199,Telephone calls (to or from),"talking on phone, no more info provided"
160199,Telephone calls (to or from),talking on phone to ex-husband
160201,Waiting associated with telephone calls,waiting to use a pay phone
160201,Waiting associated with telephone calls,waiting for a phone call
181205,Travel as a form of entertainment,"driving, no purpose (pleasure driving)"
181205,Travel as a form of entertainment,driving around looking at Christmas lights
181205,Travel as a form of entertainment,sightseeing on a tour bus
181801,Security procedures related to traveling,being searched at security checkpoint (traveling)
181801,Security procedures related to traveling,opening bags for security search (traveling)
181801,Security procedures related to traveling,passing through metal detector
181801,Security procedures related to traveling,waiting in line at security checkpoint
189999,Traveling,travel emergency
189999,Traveling,exchanging insurance info after accident
189999,Traveling,car accident
189999,Traveling,hailing help after accident/emergency
189999,Traveling,changing a flat tire
189999,Traveling,walking to get help after travel accident
189999,Traveling,"driving, no purpose (DP changed mind)"
189999,Traveling,riding in a tow truck after accident
189999,Traveling,travel accident
189999,Traveling,checking in for flight
189999,Traveling,picking up baggage (traveling)
189999,Traveling,checking bags (traveling)
189999,Traveling,taking airport shuttle to/from gate (in airport)
189999,Traveling,boarding flight
189999,Traveling,waiting to check bags for flight
189999,Traveling,walking to baggage claim
189999,Traveling,walking to gate in airport
189999,Traveling,checking in for flight online via Amazon Echo or similar technology
189999,Traveling,getting off plane
